x,y,theta,counter,x_d,y_d,theta_d,v,w,mean_v,state_cost,min_Traj_cost,t_mppi
-1.5047282266751643,-7.395237968364041,25.337126813214443,0,4.0,4.0,64.21608060164911,1.2906761169433594,0.691221296787262,0.7157645225524902,414.1972474611313,1459.5728759765625,0.011367321014404297
-1.4639977236615227,-7.379855787000726,27.193635832115014,0,4.0,4.0,64.35217336120543,1.2961883544921875,0.6903293132781982,0.7085974812507629,411.0090503729741,1452.0052490234375,0.01056361198425293
-1.4233486415318204,-7.362866368213769,29.015455894554897,0,4.0,4.0,64.48546253703388,1.303339958190918,0.6646574139595032,0.7164210081100464,407.8159770500852,1451.0206298828125,0.010574102401733398
-1.3831151382842735,-7.344514775261383,30.836967473949084,0,4.0,4.0,64.61507153567432,1.2892357110977173,0.6619167923927307,0.7091501951217651,404.61655180330763,1422.91357421875,0.018422365188598633
-1.3433243024150188,-7.324677326360714,32.60725187565993,0,4.0,4.0,64.74064823647039,1.2967432737350464,0.6573920845985413,0.7047657370567322,401.4346065415794,1415.2647705078125,0.01654648780822754
-1.3044517749595141,-7.303852061912872,34.383812971014784,0,4.0,4.0,64.86118735254144,1.2988747358322144,0.6525419354438782,0.6979086399078369,398.27420284882254,1406.7657470703125,0.020078659057617188
-1.2661612075225595,-7.2824521927067805,36.22766822961513,0,4.0,4.0,64.97886625323821,1.3037031888961792,0.6456656455993652,0.6908993721008301,395.11964297475544,1399.9124755859375,0.009756803512573242
-1.2287557438957672,-7.25961108725195,38.09547145139112,0,4.0,4.0,65.09071372029344,1.3246961832046509,0.6428422927856445,0.6880300641059875,391.956456495131,1391.1072998046875,0.010771751403808594
-1.1918919233583833,-7.2348471975245845,39.822079733641324,0,4.0,4.0,65.19721075605837,1.3301798105239868,0.6362767815589905,0.6805932521820068,388.8281030290068,1374.6722412109375,0.012096881866455078
-1.1918919233583833,-7.2348471975245845,39.822079733641324,0,4.0,4.0,65.19721075605837,1.3337074518203735,0.6184981465339661,0.6734598278999329,388.8281030290068,1378.35107421875,0.011749505996704102
-1.1370818795303748,-7.194723056383785,42.35070740711931,0,4.0,4.0,65.35035611819289,1.339940071105957,0.6076368093490601,0.6662494540214539,384.11271714642555,1366.5447998046875,0.00997304916381836
-1.083956085923816,-7.15195669898242,44.82042709269838,0,4.0,4.0,65.49269759834588,1.3479321002960205,0.5984091758728027,0.6592188477516174,379.4371507882402,1355.3812255859375,0.010627031326293945
-1.066712352577814,-7.137219912583983,45.63311627065048,0,4.0,4.0,65.53754525905698,1.3521859645843506,0.584435224533081,0.651924192905426,377.89366100564985,1353.438720703125,0.009992122650146484
-1.032821954935056,-7.1070934102491705,47.3037425592378,0,4.0,4.0,65.62387268018347,1.357093334197998,0.5727609992027283,0.6445637941360474,374.80918858977327,1347.6949462890625,0.015321969985961914
-0.999586899131719,-7.075664388965313,48.953730160717214,0,4.0,4.0,65.70544604398245,1.3723993301391602,0.56553053855896,0.6557223200798035,371.7299791208557,1340.527099609375,0.011486530303955078
-0.9671540139487036,-7.042766220103168,50.48067500421775,0,4.0,4.0,65.78127661995502,1.362286925315857,0.5542869567871094,0.6480361223220825,368.6776669676872,1315.4488525390625,0.0167849063873291
-0.9353930587474151,-7.008683173829951,51.9865179072953,0,4.0,4.0,65.85243803852964,1.3663489818572998,0.5391847491264343,0.6404416561126709,365.6300312070897,1309.3685302734375,0.015572071075439453
-0.9045305145971397,-6.973763330763281,53.47644652974081,0,4.0,4.0,65.91858437583355,1.355066180229187,0.4737047851085663,0.6451058983802795,362.6094584068158,1303.0323486328125,0.01566934585571289
